q1,q2,q3,q4,q5,q6,q7,q8,q16
6,1,4,1,E,1.75,79.38,5,1
6,1,4,,E,1.57,56.7,5,1
6,1,4,2,E,1.6,55.79,5,1
6,2,4,2,E,1.75,72.58,3,1
6,2,4,2,E,1.65,54.43,3,1
6,2,4,2,E,1.83,61.24,5,1
6,2,4,2,E,1.73,58.97,4,1
7,1,4,2,E,1.78,68.04,5,1
7,2,4,2,E,1.78,58.97,5,1
6,1,4,1,E,1.65,87.54,5,1
6,2,4,2,E,1.78,56.7,3,1
6,1,4,2,E,1.65,102.06,4,1
6,1,4,2,B  E,1.6,54.43,5,1
6,1,4,2,BC E,1.57,62.14,3,1
3,1,1,1,,1.63,54.43,5,1
4,2,1,2,E,1.63,45.36,5,1
3,2,1,2,E,1.78,57.61,4,1
4,1,1,2,E,1.45,52.16,5,3
3,2,1,2,B,1.73,55.79,4,1
5,2,1,2,B,,,5,1
4,2,1,2,C,1.68,89.81,5,2
3,2,1,2,E,1.7,55.34,4,1
6,1,4,2,E,1.55,67.13,5,1
6,1,4,2,C,,,5,1
6,2,4,2,B,1.8,61.24,5,1
6,2,4,2,E,1.7,69.4,5,1
7,2,4,2,B,1.88,83.92,4,1
7,2,4,2,E,1.68,96.62,5,1
4,1,2,2,E,1.6,49.9,5,1
4,2,2,2,B,,,5,2
6,2,2,2,B,,,4,1
4,1,2,1,E,1.57,48.08,5,1
4,1,2,2,C,1.6,82.56,5,1
5,2,3,2,E,1.78,58.97,5,8
6,2,3,2,C,1.7,72.58,5,1
6,2,3,2,C,1.85,80.74,5,1
5,2,3,2,B,1.68,45.36,4,1
7,2,3,2,B,1.7,72.58,5,1
5,2,3,2,E,1.73,57.61,5,1
5,1,3,1,E,1.5,71.22,5,1
5,1,3,2,E,1.6,45.36,5,1
3,1,1,2,E,1.55,40.82,5,1
6,2,4,,A,1.65,50.35,5,6
5,2,4,1,A,1.68,71.67,5,1
6,2,4,2,E,1.78,52.16,5,1
7,2,4,1,A,1.65,99.79,4,3
4,2,2,1,A,,,5,1
5,1,2,2,E,1.63,65.77,4,1
6,1,4,1,,,,5,1
5,1,2,2,E,1.52,58.97,5,1
6,1,4,1,,1.6,89.36,4,1
5,1,3,1,E,1.6,63.96,3,1
,,,,,,,,1
5,1,3,2,E,1.57,65.77,5,1
6,1,4,1,,1.6,63.5,5,1
5,,3,1,,,,4,1
,,3,1,E,,,5,1
4,2,3,1,E,,,5,1
5,2,3,1,C E,1.88,117.94,3,3
5,2,3,1,E,1.68,56.7,5,1
5,2,3,1,A C,1.7,54.43,5,4
6,1,4,2,A C E,1.6,55.79,5,4
5,2,3,1,D,1.55,81.19,5,1
5,2,3,2,E,1.83,72.58,3,3
5,2,3,1,B,1.65,74.84,3,2
4,1,3,1,E,1.68,65.77,5,1
6,1,4,1,E,1.5,56.25,4,2
5,2,3,1,,,,3,1
6,1,4,2,C E,1.55,58.97,4,1
6,2,4,1,E,1.83,102.06,5,1
5,2,3,2,C,,,2,4
5,2,3,2,B,1.93,90.72,5,1
5,1,3,1,A,,,4,3
6,2,4,1,,1.6,58.97,5,2
5,2,3,1,E,1.75,67.13,4,1
6,1,4,1,A,1.6,51.71,4,1
5,1,3,1,E,1.55,48.54,4,3
5,2,4,1,E,1.7,92.08,5,1
5,2,3,1,E,,,3,1
6,2,4,1,E,,,,4
6,2,4,1,DE,,,4,3
5,1,3,1,A C,1.65,79.38,5,1
5,2,4,1,,1.8,62.14,5,3
5,1,4,1,A,1.63,86.18,5,1
5,1,3,1,,1.55,43.09,5,3
4,1,2,1,,1.55,44.45,4,4
5,2,3,1,E,1.7,71.22,5,1
6,2,4,1,,1.68,54.43,4,2
5,1,3,1,,1.47,50.8,2,1
5,2,3,1,,1.75,54.43,5,1
5,2,3,1,,1.65,58.97,5,1
6,2,4,1,D,1.9,114.31,3,4
6,1,4,1,,1.65,104.33,5,1
6,2,4,2,A,1.75,58.51,5,1
6,2,4,2,E,1.75,112.49,5,7
6,2,4,1,,1.85,104.33,5,1
6,2,4,1,C E,1.7,63.5,5,1
6,2,4,1,D,1.75,54.43,5,1
6,2,4,1,E,1.73,77.11,2,1
7,2,4,1,E,1.73,104.78,3,6
5,1,3,1,E,1.57,63.5,5,1
5,1,3,1,E,,,5,1
5,1,3,1,,1.57,71.67,3,3
5,2,3,2,,,,3,
5,2,3,1,A,1.75,54.89,4,1
6,2,4,2,E,1.73,63.5,5,1
5,1,3,1,D,1.6,86.18,4,2
7,2,4,1,,1.78,54.43,5,2
5,2,4,1,,1.68,55.79,5,1
6,2,4,1,,1.63,55.79,5,1
6,2,4,1,E,1.68,58.97,4,2
7,2,4,1,,1.8,70.31,,1
6,2,4,2,E,1.83,68.04,5,1
5,1,4,1,,,,3,1
6,2,4,1,A,1.88,74.84,5,1
6,2,4,1,,1.73,68.49,4,1
5,2,4,1,,1.7,99.79,4,1
6,2,4,2,E,1.75,65.32,5,1
5,2,3,2,E,,,5,1
6,2,4,1,D,1.83,97.52,4,3
5,2,4,1,E,1.68,52.16,4,2
6,2,4,1,,1.7,84.37,5,1
6,1,4,1,,1.5,67.13,5,1
6,1,4,1,C,1.55,50.35,5,1
5,1,4,1,,1.55,47.63,5,1
5,1,4,1,A C E,1.65,63.5,4,1
5,2,3,1,,1.78,127.01,4,1
6,1,4,2,E,1.6,48.99,5,1
6,2,4,2,E,1.85,88,4,1
6,2,4,2,C,,,5,1
6,1,4,2,C,1.68,60.78,5,1
6,1,4,2,C,1.6,45.36,3,1
6,2,4,2,C,1.78,74.84,4,1
6,2,4,2,A C E,1.85,84.37,5,1
6,1,4,1,E,1.63,72.58,5,1
6,,4,2,E,,,1,3
7,1,4,2,C,,,5,1
7,1,4,2,B,1.52,58.97,5,1
7,1,4,2,C,1.7,68.04,4,1
7,1,4,2,E,1.7,65.32,3,1
6,1,4,2,E,,,5,1
6,1,4,2,E,1.57,56.7,4,1
6,1,4,2,C,1.6,52.16,5,1
6,2,4,2,C,1.8,68.49,3,2
7,1,4,2,E,1.6,58.97,5,1
6,2,4,2,CD,1.83,70.31,5,1
6,2,4,2,,,,5,3
6,2,4,1,,1.78,85.28,5,1
5,2,3,2,C,1.8,108.41,3,1
5,1,3,2,A   E,1.68,53.52,5,1
5,2,3,2,C,1.8,116.58,2,1
6,2,3,2,C,1.75,63.5,4,1
5,1,3,2,B  E,1.65,77.11,4,3
6,,3,2,E,,,4,1
6,1,3,2,C,1.6,84.37,5,1
5,1,2,2,A C,1.68,60.33,4,1
4,1,2,2,C,,,2,1
4,2,2,2,A C,1.73,86.18,4,1
5,2,2,2,C,1.78,97.52,4,1
4,2,2,2,E,1.68,65.77,5,1
4,2,2,2,E,1.73,90.72,5,1
4,1,2,2,C,1.6,61.69,3,3
4,1,2,1,C,1.6,101.15,5,1
4,1,2,2,C E,1.52,46.27,4,1
4,1,2,2,E,,,2,1
4,2,2,2,C,1.73,114.76,5,1
5,1,2,1,,1.6,49.9,3,1
4,1,2,2,C E,1.73,73.48,4,2
5,1,2,2,E,1.63,53.52,4,1
4,2,2,1,E,1.88,111.13,4,2
5,2,2,2,C E,1.7,81.65,5,1
4,1,2,2,E,1.65,63.05,4,1
4,2,2,2,E,1.96,106.6,3,1
5,1,2,2,E,1.57,50.35,5,1
5,2,2,2,E,1.85,117.94,2,1
5,2,2,1,,,,5,2
4,2,2,2,E,,,3,1
5,2,2,2,C,1.85,127.01,4,1
4,1,2,2,C,1.57,44.91,3,1
3,2,1,1,A,1.68,95.26,3,1
3,1,1,2,C,1.63,61.24,5,3
3,2,1,1,E,1.73,63.5,4,2
3,2,1,2,E,1.75,65.77,4,2
3,1,1,2,C,1.5,66.68,2,1
3,1,1,1,E,1.63,44.45,5,1
4,1,1,2,BC E,1.45,54.43,2,2
3,2,1,2,C,1.73,74.84,2,1
3,2,1,2,B,1.6,52.16,3,1
4,1,1,2,E,1.6,64.86,5,1
3,2,1,2,C,,,5,1
3,1,1,2,E,1.63,78.47,5,1
3,1,1,2,C,1.65,59.42,4,1
4,2,1,2,E,1.7,90.72,5,1
4,1,1,2,C,1.68,54.43,3,1
4,1,1,2,E,1.68,51.26,3,2
4,1,1,2,C,1.68,74.39,5,1
5,1,1,2,C E,,,5,3
3,2,1,2,C,1.8,73.48,2,2
4,2,1,2,C,1.73,81.65,5,1
3,1,1,2,E,1.52,51.71,5,3
4,2,1,2,A C E,1.85,80.74,3,3
3,1,1,1,C,1.6,49.9,4,1
3,2,1,2,C,1.57,46.72,4,1
6,2,3,1,B,1.65,68.04,3,1
6,2,3,2,E,1.8,87.09,5,1
5,1,3,2,E,,,5,1
6,2,3,2,C,1.8,67.59,3,4
5,2,3,2,C,1.73,65.77,4,1
6,1,4,2,C E,,,4,2
6,2,3,2,E,1.96,77.11,5,1
5,2,3,2,E,1.68,88.91,5,1
5,2,3,2,E,1.65,74.84,5,1
5,2,3,2,C,1.78,74.84,5,1
5,2,3,2,,,,5,1
5,1,3,1,C,1.57,51.26,4,1
5,1,3,2,E,1.73,56.7,5,1
5,2,3,2,E,1.8,79.38,5,1
5,1,3,1,A,1.68,55.79,5,1
5,1,3,2,E,1.6,68.04,5,2
5,1,3,1,,1.68,95.26,3,1
5,1,3,2,E,1.63,72.58,5,1
5,1,3,2,C,1.63,61.24,3,1
5,2,3,2,E,1.75,65.77,5,1
5,1,3,2,B,1.73,58.97,5,1
6,2,3,2,B  E,1.75,58.97,5,1
6,1,3,2,E,1.68,63.5,5,1
5,1,3,2,E,1.57,45.36,5,1
5,2,3,2,C,1.65,54.43,5,1
5,2,3,2,E,1.83,68.04,5,1
5,1,3,2,E,1.57,49.9,5,1
5,2,3,2,C E,1.78,72.58,5,1
5,2,3,2,E,1.73,68.04,4,1
6,2,4,2,B,1.7,61.24,5,1
6,1,4,1,,1.6,102.06,4,1
6,2,4,2,E,1.83,92.99,5,1
6,1,4,2,E,1.63,68.04,5,1
6,1,4,2,E,1.6,70.31,5,1
5,1,4,2,B,1.57,49.9,4,1
6,2,4,1,E,1.85,74.84,5,1
6,2,4,2,E,1.83,68.04,5,1
6,1,4,2,B,1.68,52.16,5,1
6,1,4,2,B,1.57,54.43,5,1
6,1,4,2,B,1.55,56.7,5,1
6,2,4,2,A   E,1.78,108.86,5,1
6,2,4,2,E,,,5,1
6,2,4,2,E,1.75,70.31,2,1
6,1,4,2,DE,1.55,52.16,5,1
6,1,4,1,E,1.6,47.63,4,1
6,1,4,2,DE,1.55,64.86,4,1
4,1,4,2,C,1.57,70.76,5,1
6,2,4,2,E,1.75,79.38,5,1
6,1,4,2,B,1.57,57.15,4,1
5,1,3,2,BC,1.6,83.92,5,2
7,1,3,1,,,,,2
6,2,4,1,E,1.63,49.9,,1
5,2,2,1,A,1.7,56.7,4,1
3,1,1,2,E,,,4,2
3,1,1,2,E,1.63,68.95,5,1
3,1,1,2,C,1.6,62.14,5,1
3,2,1,1,,1.73,70.31,4,4
5,2,3,2,A,1.9,74.84,2,8
4,2,1,2,E,1.78,73.94,4,2
4,2,2,2,E,1.78,72.58,5,1
4,1,2,2,C E,1.63,49.9,5,2
3,1,1,2,E,1.6,56.7,5,1
3,2,1,1,,1.7,75.3,5,1
4,1,1,2,B,,,5,1
3,1,1,2,B,1.6,67.13,5,1
5,2,2,1,,,,1,1
4,1,1,2,B  E,1.6,44.91,4,1
3,1,1,1,E,1.7,67.59,5,1
4,1,1,2,E,1.68,63.5,4,1
4,1,2,1,,,,4,1
3,1,1,2,E,1.52,49.44,4,1
4,,1,2,C E,,,4,1
3,1,1,2,E,,,5,1
4,2,1,2,E,1.68,55.79,5,1
5,2,2,2,C,1.75,63.5,4,1
6,1,4,1,E,1.63,63.5,4,1
7,1,4,2,E,1.55,50.8,4,2
7,1,4,2,E,1.52,48.08,4,1
4,2,2,1,A   E,1.75,62.6,2,1
4,1,2,1,,1.68,86.18,5,1
4,1,2,2,C,1.65,77.11,3,1
5,2,2,2,E,1.8,58.97,5,2
5,1,2,2,C,,,5,1
5,2,2,2,,,,5,2
4,1,2,1,,1.6,52.62,5,1
4,2,2,1,E,1.75,86.18,5,1
4,1,2,2,C,1.68,63.5,5,1
5,1,2,2,C,1.6,81.65,5,1
5,2,2,2,E,1.73,86.18,5,1
5,1,2,2,E,1.6,61.24,4,1
5,1,2,2,C,1.73,64.86,4,4
4,2,2,2,C,1.7,55.79,4,1
4,1,2,2,E,1.63,51.71,4,2
4,2,2,2,C,1.73,61.24,3,2
4,2,2,2,E,1.8,61.69,4,1
4,1,2,1,E,1.83,68.04,4,1
5,2,2,2,C,1.83,68.04,4,3
4,2,2,2,E,1.9,58.97,4,
4,2,2,1,,1.83,69.4,5,1
4,1,2,1,E,1.65,99.79,5,2
4,1,2,1,E,1.57,53.98,3,1
4,2,2,1,E,1.73,56.7,5,1
5,2,2,2,A   E,1.73,65.77,3,5
4,2,2,1,,1.78,63.5,4,3
5,2,1,2,E,1.63,47.63,5,1
4,2,2,2,C,1.63,69.85,4,1
4,2,2,2,E,1.7,63.5,4,1
4,2,2,2,E,1.7,58.97,4,1
5,1,3,2,C,1.63,63.5,5,1
6,2,4,2,E,1.83,68.04,5,1
6,2,4,1,E,1.83,136.08,5,1
6,2,4,1,B D,1.73,62.6,4,1
6,2,4,2,E,1.85,68.04,5,1
7,1,4,1,E,1.63,72.12,5,1
6,2,4,2,C,1.83,124.74,4,1
6,1,3,2,C,1.55,68.04,5,1
5,2,3,2,E,1.7,68.04,4,1
6,2,4,2,C E,1.88,111.13,5,1
5,1,3,2,B  E,1.63,52.16,3,3
7,2,4,1,D,1.83,95.26,4,2
6,1,3,2,E,1.63,48.99,3,1
6,2,3,2,E,1.78,65.77,5,2
6,2,4,2,E,1.85,81.65,3,1
6,1,3,1,CD,1.78,95.26,5,1
5,1,3,1,C E,1.73,78.02,4,1
,,,,,,,,1
5,1,3,2,CD,1.7,56.7,5,1
5,1,3,2,C,1.6,64.86,4,1
5,2,3,2,C,,,,1
6,2,3,2,E,1.83,94.35,4,1
6,1,4,1,C,1.68,58.97,4,3
7,1,4,1,D,1.68,63.5,5,3
5,1,3,2,E,,,5,2
5,2,4,1,C,1.78,68.04,5,1
6,1,4,2,C,,,5,1
6,1,4,2,E,1.6,65.77,2,1
7,2,3,2,E,1.85,110.68,5,1
5,2,3,2,B,1.63,90.72,4,2
5,1,3,2,C,1.63,89.36,5,2
5,2,3,2,E,1.88,79.38,5,1
6,1,4,2,C,,,5,1
5,1,4,2,C,,,2,1
6,1,4,2,C,1.6,68.49,3,1
6,2,4,2,E,,,5,1
6,2,4,2,E,1.73,54.43,5,1
6,2,4,2,E,1.78,70.76,5,4
6,1,4,2,E,1.73,81.65,5,2
6,2,4,2,C,1.88,95.26,5,1
6,2,4,2,C,1.83,83.92,5,1
6,1,3,2,C,1.65,59.88,5,1
5,1,3,1,,1.6,120.2,4,4
,,,,,,,,1
6,1,3,,,1.73,53.98,3,1
5,2,3,2,C,1.73,62.6,3,2
5,1,2,2,C,1.5,44.45,5,1
6,1,3,2,E,1.65,71.22,4,1
6,2,4,2,C,1.88,104.33,3,1
7,2,4,2,C,,,4,1
6,2,4,2,C,1.88,78.02,4,1
7,1,4,2,C,1.65,78.93,5,1
6,2,4,2,C,1.78,88.45,2,2
6,2,4,2,E,1.83,84.37,5,2
6,1,4,2,C,1.7,54.43,5,1
3,1,1,2,C,1.7,90.72,5,1
5,2,2,2,C,1.83,68.04,5,1
4,2,2,2,C,1.83,68.49,5,4
3,1,1,2,A C,1.57,67.59,4,2
5,1,2,2,C E,1.6,32.66,4,2
6,2,2,2,C,,,,1
5,2,2,2,C,,,4,1
4,1,2,2,C,1.7,82.1,4,1
4,1,2,2,C,1.52,52.16,5,1
4,1,2,1,C,1.63,65.77,3,2
5,1,3,2,C,1.57,87.54,4,1
5,2,2,2,C,1.8,61.24,4,1
4,2,2,2,C,1.85,60.78,4,2
6,1,4,2,C,1.63,48.99,4,1
,,,,,,,,4
6,2,4,2,C,1.7,56.7,5,1
7,2,4,2,C,,,1,3
6,2,4,2,C E,,,5,1
4,2,1,1,,1.7,58.06,5,1
4,2,1,2,,,,3,
3,2,1,2,C,1.83,84.37,5,2
4,1,1,1,,1.7,69.4,,1
3,,1,2,E,,,4,1
5,2,3,2,C,1.6,54.43,1,3
4,1,1,2,B DE,1.63,52.16,3,1
3,2,1,2,C,,,5,1
4,2,1,2,E,1.75,49.44,5,2
3,1,1,1,E,,,5,1
6,1,4,1,E,1.8,61.24,5,2
6,2,4,2,C,,,4,1
7,1,4,2,E,1.5,48.54,5,1
6,1,4,2,B,1.55,136.08,1,
6,2,4,2,C,1.85,58.97,3,1
5,2,2,2,E,,,5,1
6,2,3,2,,1.8,122.47,5,1
6,2,3,2,C,1.8,90.72,4,1
5,2,3,1,C,1.7,66.68,5,1
5,2,2,1,C,1.8,104.33,5,1
5,1,3,2,C,1.57,87.54,4,1
5,1,3,2,C,1.6,51.71,4,1
6,2,3,2,C,,,4,1
5,2,3,2,C,1.73,73.03,4,1
3,2,1,2,C,1.7,53.52,4,1
4,2,1,2,C,,,5,1
3,2,1,2,C,1.73,64.41,3,1
4,2,2,2,C,,,3,2
4,2,1,2,C,1.75,68.04,3,3
3,1,1,2,C,1.7,57.15,2,2
3,1,1,2,BC,1.55,65.77,3,3
3,1,1,2,C,1.65,53.52,5,3
3,2,1,2,E,1.73,58.97,5,1
4,1,1,2,C,,,4,1
3,1,1,2,C,1.57,50.8,5,2
6,1,4,2,D,1.7,58.97,5,1
6,1,4,2,C,1.73,66.23,1,2
7,2,4,2,C,1.88,99.79,4,1
7,1,4,2,C,1.55,51.71,4,3
7,2,4,2,C,1.7,81.65,5,1
6,2,4,1,E,1.6,52.16,5,1
6,1,4,2,C,1.55,52.16,3,
6,2,4,2,C,1.9,140.62,4,1
6,2,4,2,C,1.8,97.52,5,1
6,1,4,2,C,,,4,1
6,2,4,2,C,1.83,104.33,3,1
6,1,4,2,C,1.55,86.18,5,1
6,1,4,2,C,1.65,56.7,1,3
3,2,1,2,E,1.7,57.61,4,1
5,1,2,2,C,1.68,89.81,5,1
4,1,2,2,C,1.63,70.31,4,1
3,1,1,2,C,1.68,90.27,3,1
3,1,1,2,B,1.52,54.89,5,1
3,2,1,1,E,1.78,75.75,5,1
3,2,1,2,E,1.73,68.04,3,3
4,1,2,1,,,,4,1
4,2,2,2,C,1.78,62.6,5,1
3,1,1,2,C,1.57,69.4,5,1
3,1,1,2,C E,1.6,112.04,3,4
4,2,2,2,C,1.65,49.9,4,
3,2,1,2,BC,1.68,90.72,4,2
3,2,1,2,C,1.85,88.91,2,1
3,2,1,2,C,1.83,68.04,2,1
4,2,2,2,C,1.73,63.5,5,1
4,2,2,2,CD,,,4,1
4,1,1,2,E,1.65,72.58,5,1
5,1,2,2,E,1.65,53.52,1,3
3,2,1,2,C,1.75,58.97,3,1
5,2,2,2,C,,,5,1
4,1,2,1,E,1.8,77.11,2,
4,2,2,2,C,1.73,54.89,4,3
4,1,2,2,C,1.65,58.97,5,3
4,1,2,2,C,1.6,68.49,3,
4,1,2,1,E,1.7,71.22,4,5
4,1,2,2,E,1.6,54.43,5,1
4,2,2,2,B,,,5,1
5,1,3,2,E,1.65,52.16,5,1
4,1,2,2,C,1.68,55.34,4,1
4,1,2,2,E,1.68,59.88,4,1
4,1,2,2,C,1.57,43.09,4,1
4,2,2,2,C,1.73,66.68,5,2
4,1,2,2,C,1.6,48.54,4,1
5,2,2,1,C,1.93,70.31,3,2
4,2,2,2,C,1.73,69.85,4,1
6,1,3,2,C,1.6,66.68,5,2
5,2,3,2,C,1.65,54.43,4,3
5,2,3,2,C,1.78,95.26,3,1
5,1,3,2,C,1.65,66.23,5,3
6,2,3,2,A,1.68,58.97,4,6
6,2,3,2,BC E,,,5,1
6,1,3,2,C,1.57,62.14,5,1
5,1,2,2,E,1.57,56.7,4,1
6,1,3,2,E,1.6,61.24,4,1
5,2,3,2,C,1.8,70.31,5,1
7,2,4,2,C,1.8,58.51,3,2
6,2,3,2,E,1.75,80.74,4,1
5,2,3,2,C,1.83,78.47,4,2
5,1,3,2,C,,,3,1
6,2,3,2,C,1.83,111.13,1,4
5,2,3,2,C E,1.73,65.77,3,3
6,1,4,2,C,1.85,45.36,2,1
7,2,4,2,C,1.9,90.72,2,1
6,2,4,2,C,,,,1
6,1,4,2,C,1.57,68.04,5,2
6,1,4,2,A,1.68,54.89,5,1
6,2,4,2,C,1.78,66.68,5,
6,2,4,2,C,1.68,74.84,4,
6,1,4,2,C,,,5,2
6,1,4,2,C,,,5,2
,1,4,2,C,,,1,2
6,2,4,2,C,1.75,54.43,5,1
6,2,4,2,C,1.8,45.36,3,2
7,2,4,2,C,1.73,49.9,3,1
6,2,3,2,C,1.8,129.28,4,4
6,1,4,2,A,1.6,50.8,5,1
6,1,4,2,C,1.45,50.8,4,1
6,1,4,2,C,1.65,85.73,4,1
7,2,4,2,C,1.85,86.18,5,1
6,1,4,2,E,1.78,58.97,4,1
,,,,,,,5,1
6,2,4,2,C,1.9,63.5,5,
7,2,4,1,C,,,3,1
5,1,3,2,E,1.78,65.77,5,1
5,1,3,2,E,1.65,56.7,4,1
6,2,3,2,D,1.75,106.6,5,1
6,2,3,1,,1.63,70.31,5,1
5,2,3,2,B,1.8,59.42,5,1
5,2,3,1,,1.68,90.72,3,1
5,1,3,2,E,1.68,108.86,5,1
5,2,3,2,E,1.83,64.41,5,3
5,1,3,2,E,1.7,86.64,5,1
5,1,3,2,E,1.65,58.97,1,1
5,1,3,2,E,1.78,65.77,5,1
,2,,,E,,,5,2
4,1,2,2,D,1.57,61.24,3,1
4,2,2,1,,1.63,47.63,5,1
4,1,2,2,E,1.6,52.16,5,1
3,2,2,1,C,1.78,70.31,4,3
4,2,2,2,E,1.88,71.67,5,1
4,1,2,2,E,,,5,1
4,2,2,2,E,1.83,68.04,4,1
4,1,2,2,C,1.6,61.69,5,1
4,1,2,2,E,1.52,48.99,5,1
6,2,3,1,A,1.8,87.09,5,1
5,1,3,2,E,1.7,81.65,5,1
5,2,3,2,DE,1.8,58.97,5,1
5,2,3,1,E,1.9,136.08,5,1
6,2,3,2,E,1.73,61.24,4,1
5,2,3,2,E,1.93,90.72,5,1
6,2,3,2,E,1.8,104.33,5,1
6,2,3,2,E,1.75,63.05,5,1
6,2,3,1,,1.83,102.06,5,1
5,1,3,2,E,1.68,57.61,4,1
4,1,2,1,E,1.6,49.44,5,1
5,1,2,2,C E,,,,1
4,1,2,2,E,1.78,63.5,5,1
4,1,2,2,B  E,1.65,47.63,5,1
4,1,2,1,E,,,,1
4,1,2,2,B,1.5,54.43,5,1
5,2,2,1,,1.75,68.95,5,1
4,2,2,1,,1.73,81.65,3,1
4,1,2,2,E,1.7,65.77,5,1
4,1,2,1,,1.63,77.11,5,1
4,1,2,2,E,1.52,102.51,5,2
4,2,2,1,,,,5,4
3,1,1,2,E,1.6,86.18,5,1
4,1,1,2,E,1.57,68.04,5,1
3,2,1,2,E,1.8,64.86,5,1
3,1,1,2,E,1.7,52.16,5,2
3,1,1,2,E,1.65,52.16,5,1
3,2,1,2,B,1.55,44.45,4,1
4,2,1,1,E,1.75,68.04,5,1
3,2,1,2,E,1.65,54.43,5,1
3,1,1,2,D,1.7,70.31,5,1
3,2,1,2,C E,1.78,56.7,5,2
3,2,1,2,E,1.78,64.41,5,2
3,1,1,2,E,1.7,61.24,5,1
3,2,1,2,E,,,5,1
3,2,1,1,,1.7,81.65,5,1
3,2,1,2,E,,,5,1
4,1,1,2,E,1.7,70.76,4,1
4,2,1,2,DE,1.68,58.06,5,3
3,1,1,2,E,1.65,50.35,5,1
3,1,1,2,E,1.7,84.82,5,1
3,1,1,2,E,1.6,63.05,5,1
3,2,1,1,E,1.8,58.97,5,1
3,2,1,2,C,1.73,48.54,4,1
3,2,1,2,E,1.7,50.8,4,1
3,2,1,2,E,1.73,52.62,5,1
6,2,4,1,E,1.93,95.26,5,1
6,1,4,2,E,1.6,47.63,5,1
6,1,4,2,E,1.63,56.7,4,1
7,1,4,2,E,1.65,105.24,5,1
6,2,4,1,,1.68,49.9,4,1
6,1,4,2,E,1.57,49.9,5,1
6,2,4,2,ABCDE,1.85,83.92,1,8
7,2,4,1,,1.83,61.24,5,1
7,2,4,2,E,1.85,72.58,5,1
6,2,4,2,E,1.6,56.7,5,1
6,1,4,2,B,1.6,48.99,5,4
6,2,4,2,E,1.83,81.65,5,1
5,1,4,1,,1.68,65.77,5,1
7,2,4,1,E,1.78,56.7,5,1
7,2,4,1,E,1.65,61.24,5,1
6,2,4,2,E,1.78,65.32,5,1
7,2,4,2,E,1.68,45.36,5,1
6,1,4,1,E,1.8,70.31,5,1
6,1,4,2,B,1.68,72.58,5,1
7,2,4,1,E,1.78,63.5,5,1
6,2,4,1,,1.88,113.4,5,1
6,2,4,2,E,1.78,92.99,5,1
6,1,4,1,,1.68,81.65,5,1
7,2,4,2,E,1.8,61.24,1,1
7,1,4,,E,1.65,58.51,3,1
6,2,4,2,E,1.85,79.38,5,1
5,1,3,2,E,1.57,56.7,5,1
6,1,3,2,E,1.73,72.58,5,1
5,2,3,2,E,1.75,54.43,5,1
5,1,3,2,B,1.6,47.63,4,1
5,1,3,2,E,1.57,53.07,5,1
5,2,3,2,C,1.7,72.58,5,
5,2,3,2,A   E,1.88,77.11,4,1
5,1,3,1,,1.55,68.04,4,1
6,2,3,1,B,1.73,86.18,5,1
5,1,3,1,A   E,,,4,1
5,1,3,2,E,1.57,43.09,5,1
5,1,3,2,B,1.57,47.63,5,1
5,1,3,2,B,1.65,68.04,5,1
5,2,3,2,B,1.85,72.58,5,1
5,1,3,2,B,1.65,58.97,5,3
6,1,3,2,B  E,1.7,54.43,5,1
5,2,3,2,E,,,,1
5,2,3,2,E,1.88,59.88,5,1
5,2,3,2,B,1.7,58.97,5,1
4,1,2,2,E,1.73,74.39,5,1
5,2,2,2,E,1.8,63.96,5,1
4,1,2,2,E,1.73,73.03,5,1
4,1,2,2,B,1.63,57.61,5,1
4,2,2,2,E,,,5,1
5,2,2,2,E,1.88,92.08,5,1
4,2,2,2,B,1.78,61.24,4,1
4,1,2,2,E,1.57,52.16,5,1
5,2,2,2,E,1.78,63.5,5,1
4,1,2,1,A,1.57,64.41,5,1
4,1,2,2,A   E,1.68,68.04,5,1
4,2,2,2,C,1.65,49.9,5,2
4,1,2,2,B  E,1.57,59.42,5,1
4,1,2,2,AB,1.57,63.05,2,2
3,1,1,2,B,1.63,61.69,4,1
3,2,1,2,B,1.7,58.51,5,1
3,2,1,2,B,1.75,52.16,5,1
3,1,1,2,B,1.6,56.7,5,1
3,1,1,2,B,1.6,48.99,5,2
3,1,1,2,B,1.6,44.45,5,1
3,2,1,2,B,1.73,65.77,5,1
3,2,1,2,E,1.68,54.43,5,1
3,,1,2,B,,,5,1
3,2,1,2,,1.75,52.16,5,1
3,2,1,2,D,1.78,72.58,5,1
3,2,1,2,E,1.9,83.92,4,1
3,1,1,2,E,1.78,62.6,5,1
4,2,1,2,B,1.7,68.04,5,1
3,1,1,2,B,1.6,51.71,5,1
3,2,1,2,B,1.75,66.23,5,1
3,1,1,2,B,1.65,70.76,5,1
6,2,4,1,E,,,5,1
6,1,4,2,E,1.6,58.97,5,1
6,1,4,2,C E,1.63,53.98,4,1
6,2,4,2,E,1.68,52.16,5,1
6,2,4,2,B,1.65,79.83,5,1
6,2,4,2,DE,1.8,78.93,5,1
6,1,4,2,B  E,1.55,56.7,4,1
7,2,4,2,E,1.78,97.52,5,2
7,1,4,2,B,1.5,47.17,3,1
7,2,4,2,E,1.83,70.31,5,2
6,2,4,2,B,1.73,58.97,5,1
7,2,4,2,B,1.73,65.77,5,1
6,1,4,2,A,1.73,97.98,5,1
