q1,q2,q3,q4,q5,q6,q7,q8,q16
4,2,2,2,CD,1.63,58.97,2,1
4,2,2,2,E,1.85,81.19,5,1
4,2,2,2,E,1.78,78.93,5,2
5,2,2,2,E,1.73,92.08,5,1
6,2,3,2,E,1.7,61.24,5,1
5,1,3,2,C,1.57,55.34,5,1
6,1,3,1,C,1.68,54.43,4,1
5,1,3,2,E,1.7,68.04,5,1
6,2,3,2,C,1.7,64.86,3,1
5,2,3,2,E,1.85,54.43,3,3
5,1,3,2,E,1.65,88.45,5,1
5,2,3,2,E,1.63,50.35,5,1
5,2,3,2,ABC E,1.8,68.04,5,1
5,2,3,2,E,1.68,83.92,5,1
4,2,2,2,C,,,5,1
6,2,3,2,E,1.8,65.77,5,1
5,2,3,2,E,1.73,70.31,5,1
5,2,3,2,E,1.88,64.86,5,1
6,2,3,1,,1.65,70.31,4,1
5,2,3,2,E,1.73,63.5,5,1
6,2,3,2,E,1.65,77.11,5,1
5,2,3,2,E,1.7,65.77,5,1
5,1,3,1,E,1.6,45.81,5,1
5,2,3,2,E,,,5,1
3,2,1,2,C,1.7,62.6,4,3
4,2,1,1,,1.6,72.58,3,1
4,1,1,2,C,1.57,64.86,5,1
4,1,1,2,C,1.55,49.9,4,1
5,1,1,2,C,1.57,80.29,5,1
3,1,1,2,A C,1.68,54.43,3,3
4,2,1,2,E,1.93,64.86,5,1
4,2,1,2,B,,,4,1
3,2,1,,C,,,4,1
4,1,1,2,C,1.55,68.04,,1
3,2,1,2,E,1.75,58.97,4,1
3,1,1,2,C,1.57,59.88,5,1
3,2,1,2,BC,1.83,145.15,5,1
4,2,2,2,C E,1.75,52.62,5,1
4,1,2,2,C,1.68,70.76,4,2
4,2,2,2,C E,,,4,1
5,1,2,2,C,1.52,44.91,5,1
5,2,2,2,E,1.75,81.65,5,1
4,2,2,2,C E,1.65,47.63,5,1
4,1,2,2,C,1.52,56.25,5,1
4,1,2,2,C,1.6,107.96,4,1
4,1,2,2,C,1.57,88.91,4,1
4,2,2,2,E,1.57,75.75,5,1
4,1,2,1,,,,5,1
5,1,2,1,C,1.63,54.43,5,1
4,2,2,2,E,1.8,63.5,5,1
4,2,2,2,B,1.78,63.5,5,1
5,2,2,2,C,1.73,58.97,4,2
4,1,2,2,E,1.63,68.95,5,1
5,1,2,1,A,,,4,1
5,2,2,2,C,1.83,65.32,3,1
,,,,,,,,2
4,1,2,2,C,1.55,45.81,4,3
5,1,2,2,C,1.65,56.7,3,1
4,2,2,2,B,,,4,1
6,1,4,2,E,1.68,54.43,5,1
6,1,4,2,C,1.68,90.72,3,1
7,2,4,2,E,1.8,61.24,5,1
6,1,4,1,E,1.57,44,5,1
7,2,4,2,E,,,,1
7,1,4,2,E,1.6,52.16,3,1
7,2,4,2,E,1.88,81.65,5,1
7,1,4,2,B,1.65,52.16,4,1
6,1,4,2,B,1.63,58.51,5,1
6,1,4,2,,,,5,1
5,1,3,2,C,1.68,93.44,4,1
5,2,3,2,B,1.75,65.77,5,1
7,1,4,2,C E,,,,1
6,1,4,2,E,1.78,106.6,4,1
6,2,4,1,E,1.7,79.38,5,1
6,2,4,2,E,1.83,70.31,5,1
7,2,4,2,C,1.85,69.4,4,2
6,1,4,2,C,1.63,49.9,5,1
7,2,4,2,C,1.65,63.96,5,1
6,2,4,2,E,1.8,58.97,5,1
5,2,3,2,C,1.75,65.77,5,1
6,2,3,1,E,,,5,1
5,2,3,2,C,1.73,58.51,5,2
5,1,3,2,E,1.7,61.24,5,1
5,2,3,2,C,1.73,57.15,5,1
5,1,3,2,C,,,4,1
6,2,3,2,E,1.73,65.77,5,1
5,1,3,2,A C,1.57,47.63,5,1
5,2,3,2,C,1.83,72.58,4,1
5,1,3,2,C,1.68,49.9,4,1
5,1,3,2,B,1.63,63.5,4,1
5,2,3,2,C E,1.73,56.7,5,1
5,1,3,2,A C,1.57,72.12,5,1
5,2,3,1,,1.68,92.08,5,1
5,1,3,2,C,1.75,74.84,5,1
5,1,3,1,A,1.6,72.12,4,2
5,2,3,2,E,1.93,127.01,5,1
5,1,3,2,E,1.57,46.27,5,1
5,2,3,2,C,1.75,66.68,5,1
5,1,3,1,E,1.63,63.5,5,1
6,1,3,2,C,1.7,87.09,5,2
6,2,3,2,E,1.83,73.94,4,1
5,1,3,2,C,,,5,1
5,1,3,1,E,1.68,56.7,5,1
5,1,3,1,,1.55,52.16,5,1
5,1,3,2,E,1.52,47.63,5,1
5,2,3,2,D,1.65,59.88,4,3
5,1,3,1,,,,5,1
5,1,3,2,B,1.57,53.07,5,1
5,1,3,1,E,1.5,47.63,5,1
5,1,3,2,E,1.6,69.4,5,1
6,2,4,1,A,1.63,45.36,5,1
6,2,4,2,C,2.01,112.95,5,1
6,2,4,2,C,1.78,71.22,5,1
6,2,4,1,C,1.75,56.7,5,
7,2,4,2,E,1.88,99.79,5,1
6,1,4,1,,1.57,52.16,5,1
6,1,4,2,C,1.68,86.18,4,1
6,2,4,1,E,1.73,68.04,5,1
6,2,4,2,E,1.7,93.44,4,1
6,1,4,1,A,1.55,70.31,5,1
7,2,4,2,C,,,3,1
6,2,4,1,E,1.68,76.2,5,1
6,1,4,1,,1.5,52.16,4,1
6,1,4,1,,1.68,58.97,5,1
6,1,4,1,,,,4,1
6,2,4,2,C E,,,5,1
6,2,4,2,C,,,5,1
6,2,4,2,C,1.78,74.84,4,1
6,1,3,2,E,1.6,124.29,5,1
4,1,2,1,E,1.6,42.64,2,1
5,2,2,2,C,1.75,61.24,4,1
4,1,2,2,B,1.57,44.45,4,1
4,2,2,1,E,1.7,69.85,5,1
4,1,2,1,C E,1.65,63.5,4,1
6,1,3,1,E,1.5,53.98,5,1
5,2,2,1,,,,5,1
4,2,2,1,DE,,,4,1
4,,2,1,,,,4,1
3,2,2,1,E,1.78,72.58,5,1
5,1,2,1,E,1.55,61.69,5,1
4,1,2,1,,1.6,63.5,5,1
4,1,2,1,,1.57,74.84,1,3
4,1,2,1,,,,4,1
5,2,2,2,E,1.6,59.42,5,1
4,1,2,1,,,,4,1
5,1,2,2,C,1.78,77.11,2,1
3,1,1,1,A,1.5,54.43,5,1
5,2,3,1,,1.7,95.71,5,1
3,2,1,2,E,1.6,49.9,4,3
2,1,1,1,A,,,5,1
4,1,1,2,C,,,4,2
4,1,1,1,,1.7,68.04,5,1
3,2,1,1,,1.68,58.97,,1
3,2,1,1,,1.57,49.9,5,1
4,2,1,,C,1.8,74.84,2,
3,1,1,2,C E,1.57,43.55,5,1
3,2,1,2,E,1.63,90.72,4,1
3,1,1,2,E,1.55,39.46,4,8
4,2,1,1,,,,3,2
3,1,1,2,C,1.68,58.97,4,3
4,2,1,2,E,1.88,68.04,5,1
4,2,1,2,C,1.65,68.04,5,1
3,1,1,1,E,1.6,42.18,4,1
4,1,1,1,E,1.7,68.95,3,3
3,1,1,1,A,1.55,52.16,5,1
3,2,1,2,C,1.78,54.43,4,2
3,2,1,1,,1.65,58.97,5,1
3,1,1,2,C,1.6,53.07,5,1
3,1,1,1,E,1.6,49.9,5,1
4,2,1,1,,1.7,58.97,5,1
3,1,1,2,C,,,5,6
4,2,2,2,B,1.78,62.6,5,1
4,1,2,2,E,1.63,69.4,5,1
3,1,1,2,E,,,5,1
6,2,4,2,C,1.75,54.43,4,1
5,2,3,1,E,,,5,1
4,2,2,,E,1.9,66.68,5,3
6,1,4,1,E,1.52,47.17,5,1
6,1,3,2,C,1.7,54.43,4,1
6,1,3,1,E,,,4,1
7,1,4,1,E,,,5,1
5,1,3,1,E,1.57,43.55,5,2
6,1,4,1,E,1.63,65.77,4,1
7,1,4,1,E,1.7,55.79,5,1
4,1,2,2,C,1.65,65.77,4,1
5,1,3,2,C,1.65,68.04,5,1
5,1,2,2,C,1.6,67.13,3,1
4,1,2,2,C,1.52,56.7,4,1
5,1,2,2,E,1.57,49.9,4,1
4,1,2,1,E,1.57,70.31,5,1
4,2,2,1,,1.68,68.04,5,1
5,2,2,2,C,1.7,99.79,4,1
5,2,2,2,C,,,5,1
5,1,2,1,E,1.63,46.72,5,1
5,2,2,2,C,1.75,113.4,3,1
4,2,2,1,E,1.65,56.7,4,1
4,2,2,1,E,1.63,77.11,4,1
4,2,2,2,E,1.8,45.36,2,2
5,1,2,2,C,1.55,49.9,5,1
5,2,2,2,BC E,1.8,97.52,4,2
3,1,1,2,C,1.7,54.89,3,2
3,1,1,2,C,1.52,63.5,1,4
3,1,1,2,C,,,4,1
3,2,1,2,C,1.68,54.89,1,1
4,1,2,1,B  E,1.5,63.5,5,1
4,1,1,2,B,,,5,1
6,1,3,1,,1.78,51.71,1,2
5,2,1,2,E,1.9,79.38,5,1
4,1,1,2,C,,,,1
4,2,1,2,E,,,4,1
6,2,2,2,E,1.75,52.16,3,1
4,2,2,2,A   E,1.73,56.7,4,1
4,2,2,,C,1.83,92.53,4,1
6,1,4,2,C,1.68,72.58,5,1
5,2,3,2,E,1.65,59.88,5,2
4,2,2,1,E,1.75,67.13,5,3
4,2,2,2,E,1.8,77.11,2,
5,2,2,2,E,1.75,77.11,4,1
5,2,2,2,C,,,3,1
6,2,4,1,,1.73,67.13,5,1
7,2,4,1,E,,,5,1
6,1,4,1,E,1.63,55.34,5,1
3,2,1,2,C,1.65,49.9,3,
4,1,1,2,C,1.7,86.18,5,4
4,2,1,1,E,1.68,53.52,5,1
4,1,2,1,,,,2,1
4,2,1,2,C,1.93,99.79,5,1
6,2,4,1,E,1.78,124.74,5,1
6,2,4,2,C,1.7,56.7,5,1
6,1,4,1,,1.47,43.09,4,3
5,2,2,2,B,1.75,115.67,3,1
5,1,2,2,C,1.65,95.26,4,2
4,2,1,1,,1.47,40.82,5,1
4,1,2,1,,1.5,62.14,3,1
4,1,2,1,,1.6,81.19,3,1
4,2,2,2,E,1.78,115.67,4,1
4,2,2,1,,1.68,97.52,4,1
5,2,2,1,,1.78,63.5,4,1
5,2,2,2,C,1.78,77.11,5,1
5,1,2,2,C,1.52,44,3,3
4,2,1,2,,,,5,1
3,2,1,2,B,,,3,1
3,2,1,2,,1.68,52.16,4,1
5,1,3,2,E,1.6,47.63,2,1
6,1,3,1,B,1.63,56.7,3,
6,2,3,,,,,5,1
5,2,3,1,,1.7,81.65,3,1
5,1,3,1,E,1.65,54.43,5,2
4,2,3,1,,1.73,63.96,2,2
5,2,3,2,B,,,4,1
6,1,3,2,E,,,5,1
7,2,3,2,C,1.75,89.81,3,1
5,2,2,2,B,1.7,81.65,5,1
7,2,3,1,E,,,5,1
5,1,3,1,,,,3,1
5,2,3,2,E,1.9,113.4,4,1
5,1,3,1,,1.52,46.72,4,1
6,1,3,2,,,,,4
5,2,3,1,E,1.73,73.03,5,1
5,2,3,1,,1.65,81.65,5,1
4,2,3,1,,1.52,50.35,1,1
5,1,3,2,C,1.52,55.34,4,1
5,1,3,2,C,,,3,1
7,2,3,1,E,,,5,1
6,2,2,2,B,1.65,77.57,5,1
5,1,4,2,C,1.57,72.58,5,1
7,2,4,1,,1.7,68.04,4,1
6,2,4,1,E,1.75,72.58,5,1
4,2,2,2,C,,,5,1
4,2,2,2,C,1.68,72.58,3,1
5,1,2,2,C,1.63,59.42,4,2
5,1,3,1,,1.63,49.9,4,1
5,2,3,2,C,1.78,90.72,2,2
,,3,2,E,,,1,1
5,2,3,2,C,1.78,49.9,2,1
5,1,4,2,C,1.73,104.33,4,3
5,2,3,2,C,1.78,83.46,2,6
6,2,3,1,,1.57,67.13,4,2
5,1,3,2,B,1.52,47.63,3,1
7,1,4,1,E,1.55,62.14,3,1
6,2,3,1,,1.75,97.52,3,2
6,2,3,2,C,,,1,3
5,2,3,2,C,,,4,1
6,2,3,2,A C,,,5,1
7,1,3,1,,1.57,53.07,5,1
7,2,4,2,E,1.78,120.2,5,1
7,2,4,2,E,1.73,67.59,5,1
6,1,4,2,B,1.45,44.45,5,1
7,1,4,1,E,1.65,81.65,5,1
6,1,4,2,E,1.7,91.17,5,1
6,1,4,2,C,,,5,1
6,2,4,2,E,1.85,62.14,4,2
6,2,4,2,E,,,,8
6,2,4,2,E,1.9,80.74,5,1
7,1,4,2,E,1.63,70.76,5,1
6,2,4,1,E,,,5,1
6,1,4,2,C,1.68,87.09,5,2
6,2,4,2,C,1.63,63.5,5,1
6,2,4,2,C,1.73,63.5,5,2
6,1,4,1,,1.63,54.43,5,1
6,2,4,2,E,1.78,79.38,5,1
6,2,4,2,E,1.75,70.31,5,1
6,2,4,2,E,1.78,96.62,5,1
6,1,4,2,E,1.65,72.58,5,1
7,1,4,2,E,1.57,102.51,3,1
6,1,4,2,C,1.73,88.45,5,1
6,1,4,2,E,1.63,65.77,5,1
6,2,4,1,E,,,4,8
6,2,4,2,C,,,3,1
6,1,4,2,E,1.75,63.5,5,1
7,2,4,2,C,1.88,74.84,1,
6,2,4,2,E,1.78,102.51,5,1
4,1,2,2,C E,,,2,1
3,1,1,2,C,1.65,53.52,2,2
3,1,1,2,C E,1.75,72.58,2,1
3,2,1,1,,1.68,66.68,4,3
4,1,1,1,,1.7,72.58,5,1
3,2,1,2,E,1.83,63.5,3,3
4,2,1,2,E,1.78,87.09,4,4
3,1,1,1,A,1.57,65.77,5,1
4,2,1,2,C,1.78,73.03,5,1
3,2,1,2,E,1.68,53.98,4,3
6,2,3,1,,1.7,88.45,5,1
4,2,2,2,C,1.83,70.31,5,1
5,2,2,1,E,1.93,117.94,2,1
5,1,3,2,E,1.6,43.55,5,1
6,1,3,2,E,1.6,50.35,4,1
4,1,2,2,E,1.6,49.9,4,1
5,2,2,1,C,1.65,58.97,5,1
4,2,2,2,E,1.68,61.24,5,1
5,1,2,2,E,1.57,68.95,5,1
5,2,2,2,C,1.78,70.31,3,1
5,1,2,1,,1.57,56.7,5,1
4,1,2,2,E,,,,1
5,1,3,1,D,1.65,54.43,5,1
5,2,3,2,E,1.7,79.38,5,1
3,2,3,2,C,,,5,1
5,1,3,2,E,,,5,1
5,2,3,1,,1.6,48.54,5,2
5,1,3,2,E,1.57,77.11,4,1
5,1,3,1,E,1.5,68.04,3,1
6,2,3,2,E,1.85,70.31,3,1
6,2,4,2,E,1.8,85.73,1,
6,1,4,1,E,1.5,52.16,4,1
5,1,3,2,E,,,5,1
5,2,3,2,E,1.9,86.18,5,1
6,1,3,2,E,1.73,61.24,5,1
5,2,3,2,E,1.98,97.52,5,1
6,1,3,2,E,1.63,112.04,5,1
5,2,3,2,C,1.78,81.19,4,1
5,2,3,2,B,1.6,61.69,5,1
4,1,2,,E,1.68,58.97,4,1
5,1,3,2,B,1.68,52.16,5,1
5,2,3,2,BC,1.8,72.58,4,1
5,2,3,2,E,1.63,57.61,5,1
5,1,3,1,E,1.7,93.44,5,1
3,2,1,2,E,1.73,53.07,3,8
3,2,1,2,C,1.57,81.65,4,1
4,2,1,2,E,1.57,56.7,4,3
3,2,1,2,E,1.88,83.01,3,1
3,1,1,2,C E,,,5,1
3,1,1,2,C,1.52,40.82,4,1
3,1,1,2,E,,,,1
4,2,1,2,B  E,1.75,98.43,4,1
5,2,3,2,E,1.75,63.5,5,1
5,2,3,1,E,1.88,95.26,4,1
5,1,3,2,E,1.6,50.35,4,1
5,1,3,2,C,1.57,89.81,5,1
5,1,3,2,E,1.68,79.38,5,1
5,1,3,2,E,1.55,56.7,5,1
5,2,3,2,C,,,4,1
5,2,3,2,C,1.85,97.52,5,1
5,1,3,2,C,1.57,48.54,5,1
5,2,3,2,C,1.68,72.58,3,1
5,1,3,2,C,1.6,58.97,5,1
5,2,3,2,E,1.68,70.31,5,1
5,2,3,2,E,1.73,78.93,5,1
5,2,3,1,E,1.7,91.63,5,1
7,1,4,2,E,1.63,69.85,5,1
7,1,4,2,C,,,5,2
6,2,4,2,C,1.7,57.61,5,1
7,2,4,2,C,1.7,69.85,2,1
6,1,4,2,C,1.65,111.13,1,1
7,1,4,2,C,1.6,80.29,5,1
6,2,4,2,C,1.75,58.97,5,1
7,1,4,2,C,1.6,49.9,5,1
5,1,3,2,C,1.63,57.15,5,1
5,1,3,2,C,1.75,78.47,3,1
5,1,3,2,C E,,,5,1
5,1,3,2,C,1.65,52.62,5,1
5,1,3,2,C,1.65,83.92,4,1
5,1,3,2,E,1.78,65.77,5,1
5,1,3,1,,1.52,49.9,4,1
6,1,4,2,E,1.65,60.33,5,1
5,2,3,2,C,1.75,113.4,,1
5,1,3,2,C,1.57,60.33,4,1
5,1,3,2,C,1.65,68.95,5,1
5,2,3,2,E,1.83,101.61,4,1
5,2,3,2,CD,1.73,72.58,5,1
5,2,3,2,C,1.8,68.04,5,1
5,2,3,2,C,1.88,72.12,5,1
5,1,3,2,C,1.57,66.23,5,1
5,1,3,2,C,1.52,65.32,5,1
5,2,3,2,E,1.75,88.45,3,1
5,1,3,2,C,1.68,114.76,3,2
6,2,4,2,E,1.68,60.33,5,1
6,1,3,2,E,1.63,46.72,3,1
6,2,3,2,A C E,,,5,1
5,1,3,2,C,1.55,49.9,3,1
5,2,3,2,C,1.7,58.97,5,1
5,1,3,2,C,1.68,79.38,1,1
5,1,3,2,C,,,2,1
6,2,3,1,,1.73,78.93,5,3
5,2,3,2,C,1.73,63.5,3,1
5,1,3,2,C,,,3,2
5,2,3,2,C,,,5,1
5,2,3,2,E,1.83,68.04,3,1
6,2,4,2,E,1.78,88.91,4,2
6,1,4,2,C,1.57,49.9,5,1
6,2,4,2,C,,,,1
7,2,4,2,C,1.75,117.94,5,1
6,2,4,2,E,1.78,120.2,1,1
6,1,4,2,C,1.52,65.77,5,1
6,1,4,2,C,1.57,79.38,4,1
6,1,4,2,C,1.68,62.6,5,1
6,2,4,2,C,1.68,61.24,3,3
6,2,4,2,C,1.8,70.31,5,3
6,2,4,2,C,,,1,1
6,2,4,2,C,1.78,71.22,3,1
6,1,4,1,E,1.6,58.97,4,1
7,1,4,2,C,1.75,154.22,4,1
6,1,4,2,C,1.57,64.41,4,1
6,2,4,2,C,1.85,111.13,5,1
6,1,4,2,C,,,4,1
7,1,4,2,C,,,4,2
6,1,4,2,C,1.68,86.18,4,1
6,1,4,1,,1.6,56.7,4,1
6,2,4,2,C,1.73,60.33,5,4
3,1,1,2,C,1.6,51.71,4,1
3,2,1,1,,1.73,82.56,5,1
3,1,1,2,C,1.7,99.34,4,1
3,2,1,2,E,1.57,66.68,5,1
3,2,1,2,E,1.73,95.26,5,1
4,2,1,2,E,1.73,55.79,5,1
3,2,1,2,E,,,5,1
4,1,1,2,E,1.6,63.5,5,1
3,1,1,2,C,1.5,47.63,4,1
3,1,1,2,C,1.52,49.9,4,1
4,1,1,2,E,1.65,54.43,5,1
3,1,1,2,E,1.52,53.98,5,1
4,1,1,2,C,1.63,56.7,4,1
4,2,2,2,C,1.65,55.79,3,1
6,1,2,2,C,1.65,124.29,4,4
5,2,2,2,C,,,2,2
4,1,2,2,E,1.45,47.63,5,1
5,2,2,2,C,1.75,156.49,4,1
4,1,2,2,C,1.57,46.27,4,2
4,1,2,2,C,,,4,1
4,2,2,2,B  E,1.73,54.43,4,1
4,2,2,2,C,1.63,54.43,4,1
4,2,2,2,C,1.83,58.97,3,1
4,1,2,2,C,1.7,75.75,3,1
4,1,2,2,C,1.57,67.59,3,1
4,2,2,1,E,1.85,74.39,4,3
4,2,2,2,E,1.83,83.46,4,1
4,2,2,2,C,1.73,88.45,5,1
4,1,2,2,E,1.6,61.24,4,1
4,1,2,2,C,,,4,1
4,1,2,2,C,1.65,100.25,3,1
4,2,2,2,E,1.75,65.77,4,2
4,2,2,2,C,1.78,59.88,5,1
5,2,2,2,C,1.73,73.03,5,1
4,1,2,2,C,1.55,52.16,5,1
5,2,2,1,E,1.78,54.43,3,1
4,2,2,2,C,1.65,48.99,4,1
5,1,2,2,C,1.68,129.73,5,1
4,2,2,2,C,,,,3
4,1,2,2,A   E,1.63,52.16,5,1
4,1,2,2,C,1.52,59.42,4,1
4,2,2,2,C,1.68,90.27,5,1
4,1,2,2,C,1.63,75.75,5,2
4,1,2,1,E,1.63,65.77,5,1
4,2,1,2,C,,,3,3
3,2,1,,C,,,3,1
3,2,1,2,C,1.78,102.06,,3
4,2,1,2,C,1.75,65.77,3,1
3,1,1,2,C,1.65,76.2,3,1
3,1,1,2,C,,,4,1
4,2,1,2,E,1.93,92.99,5,1
3,2,1,2,C,1.7,71.22,3,3
3,2,1,,C,,,4,1
4,1,2,2,C,1.6,61.24,4,1
3,2,1,2,C,,,5,5
4,1,1,2,C,,,4,
4,1,1,2,C,1.63,66.23,1,3
3,1,1,2,C,,,3,1
3,2,1,2,C,1.8,66.23,3,3
5,2,3,2,C,1.75,79.38,3,1
6,2,3,2,C,1.9,113.4,5,1
5,1,3,2,C,1.57,49.9,4,1
6,2,3,2,C,1.65,54.89,1,2
6,2,3,2,C,1.75,68.95,2,1
5,2,3,2,C,1.73,58.97,4,1
6,2,3,2,C,1.78,89.36,5,2
5,1,3,2,C,1.55,78.93,4,2
6,2,3,2,C,1.75,87.09,4,2
5,1,3,2,C,,,4,2
5,2,3,2,C,,,4,1
5,1,3,2,C,1.65,95.71,5,1
6,1,3,2,C,1.68,85.73,5,1
5,2,3,2,C,,,,1
6,2,4,2,C,1.75,77.11,5,1
6,1,4,2,B,1.63,65.32,3,
6,1,4,2,C,1.7,55.34,4,1
6,2,4,2,C,1.7,113.4,4,1
7,2,4,2,C,,,5,1
5,1,3,2,C,1.57,50.8,5,1
6,2,3,2,C,1.65,55.34,3,1
5,1,3,2,C,1.63,50.8,5,1
5,2,3,2,C,1.78,92.99,3,1
5,2,3,2,C E,1.75,63.5,5,5
4,1,2,2,E,1.6,63.5,4,1
3,1,1,2,C,1.57,44,3,3
3,2,1,2,C,1.65,55.34,4,1
3,1,1,2,C,1.63,69.85,4,1
4,2,1,2,C,1.73,104.33,2,1
4,2,1,2,C,,,3,4
3,2,1,2,C,1.78,85.73,3,3
3,2,1,2,C,1.78,84.82,3,3
3,1,1,2,C,1.68,75.75,4,3
4,1,1,2,C,1.55,77.57,5,2
3,1,1,2,C,1.57,53.98,3,4
3,1,1,2,C,,,4,2
6,1,4,2,C,1.65,72.58,3,1
6,2,4,2,C,1.7,60.33,4,1
4,1,2,2,C,1.5,111.13,4,2
7,1,4,2,C,1.57,95.26,5,4
6,1,4,2,C,1.65,78.02,5,1
6,1,4,2,C,1.57,70.76,4,1
6,1,4,2,C,1.6,70.76,3,3
7,2,4,2,C,1.9,105.69,5,1
6,1,4,2,C,1.5,45.36,4,
5,1,3,2,C,1.8,88.91,5,1
7,2,4,2,C,1.88,65.77,4,1
6,2,4,2,C,1.7,88.45,5,1
6,1,4,2,C,1.68,65.77,5,1
7,1,4,2,C,1.57,69.85,4,1
7,2,4,2,C,,,3,1
7,1,4,2,C,1.7,67.59,3,1
4,2,2,2,C,1.78,77.11,4,1
5,2,2,2,C,1.57,47.63,4,3
4,1,2,2,C,1.63,67.13,4,1
4,1,2,2,C,,,4,1
4,1,2,2,C,1.68,76.2,5,1
4,1,2,2,C,1.57,94.8,5,1
4,1,2,2,C,1.52,48.08,1,2
4,2,2,2,C,1.75,81.65,3,1
5,1,3,2,C,1.68,79.83,4,1
6,2,3,2,C,,,3,2
6,1,4,2,C,1.5,41.28,3,1
4,1,2,1,,1.37,53.52,5,1
5,2,3,2,C,1.75,125.19,,1
5,2,2,1,D,1.73,86.18,5,1
4,1,2,2,C,1.5,50.35,3,1
4,2,2,2,C,1.63,96.62,5,1
3,1,1,2,C,1.7,60.33,5,1
5,2,3,2,C,1.78,129.73,4,1
6,2,3,2,C,1.7,80.74,5,1
4,1,2,2,C,1.63,50.8,5,1
6,1,4,2,C,1.57,59.88,4,1
6,1,4,2,C,1.68,58.97,5,1
6,1,4,2,C,1.75,93.44,4,1
4,1,2,2,C,1.68,64.86,4,1
4,1,2,2,C,1.6,47.63,4,1
4,1,1,2,C,1.73,111.13,2,8
3,1,1,2,E,1.6,52.62,5,1
5,2,2,2,C,1.75,82.1,4,1
4,1,2,2,E,1.65,59.88,4,1
4,2,1,2,C,,,,1
4,1,1,2,C,,,5,1
3,1,1,2,E,1.63,58.97,5,1
3,2,1,2,E,1.68,53.52,2,2
4,2,1,2,E,1.68,83.92,3,3
3,1,1,2,E,,,5,1
3,2,1,2,E,1.8,84.82,4,3
3,1,1,2,A,1.57,45.36,5,1
4,2,1,2,E,1.68,67.13,5,1
3,2,1,2,E,1.7,69.85,5,5
5,2,3,2,D,,,4,1
3,2,1,2,E,1.75,65.77,2,3
4,2,2,2,E,1.85,66.68,5,1
4,1,2,2,C,1.57,63.5,3,1
4,1,2,1,A,1.63,61.24,4,1
4,1,2,1,A,1.6,67.13,5,1
6,2,3,2,C,1.78,65.32,3,4
3,2,1,2,C,1.73,58.97,5,2
4,2,1,2,E,,,4,1
3,1,1,1,,1.57,49.44,4,1
3,1,1,2,A C E,1.6,56.25,5,1
4,2,1,2,C,1.7,56.25,2,1
3,,1,2,C,,,5,1
4,1,1,2,E,,,3,1
5,2,2,2,E,1.8,81.65,4,2
4,1,2,2,E,1.6,72.58,5,2
4,2,2,2,C,1.73,108.86,5,1
4,1,2,2,C,1.73,88.45,5,1
4,1,2,1,,1.5,83.46,4,1
5,1,2,2,E,1.63,45.81,5,1
4,1,2,2,E,1.63,63.5,5,1
4,1,2,2,E,1.55,52.16,5,1
5,2,2,2,C,1.83,69.85,4,1
3,2,1,2,C,1.9,73.03,5,1
5,2,3,2,C,1.68,58.06,4,1
5,1,3,2,E,1.7,53.52,2,4
4,1,2,2,C,1.63,67.59,5,1
5,1,3,2,E,1.6,64.86,5,1
4,2,2,2,A C,1.73,72.58,5,1
5,1,2,2,C,1.65,65.77,4,2
4,2,2,2,E,1.65,92.53,4,1
4,1,2,2,E,,,5,1
4,2,2,1,C,1.63,49.44,5,4
4,1,2,2,C,1.6,97.52,4,1
6,2,4,2,C,1.85,82.56,1,8
6,1,4,2,E,1.68,73.03,5,3
7,2,4,2,C,1.75,84.82,5,1
7,1,4,2,B  E,1.57,51.71,5,1
6,1,4,1,E,1.55,86.18,5,2
6,2,4,2,E,1.88,93.44,2,1
7,2,4,2,E,1.7,141.52,5,1
6,2,4,2,E,1.83,102.06,4,1
6,2,4,2,C,1.75,131.54,1,1
7,1,4,2,C,,,4,1
7,1,4,2,E,,,5,1
6,2,4,2,CD,1.85,120.2,3,2
7,1,4,2,E,1.63,67.13,5,1
6,2,4,2,E,1.8,98.43,4,1
6,2,4,2,E,1.7,111.13,3,1
7,2,4,2,E,,,3,1
6,2,3,2,C,1.8,79.38,5,1
5,1,3,2,E,1.6,77.11,5,1
5,1,3,2,E,1.73,54.43,5,1
5,1,3,2,C,1.65,73.48,4,1
5,2,3,1,E,,,3,3
5,2,3,2,E,1.73,73.94,4,3
6,1,4,2,C,1.65,58.97,5,1
6,1,4,2,E,1.73,70.31,5,1
7,1,4,2,E,1.68,71.22,5,1
6,1,4,2,C,1.57,63.5,4,2
7,2,4,2,C,,,2,1
7,2,4,2,B,1.7,58.97,5,1
7,1,4,2,C,1.68,102.06,5,1
7,1,4,2,E,,,5,1
5,1,3,2,B,1.57,52.16,5,1
5,1,3,2,E,1.65,89.81,3,1
5,1,3,2,E,1.68,53.07,5,1
6,2,3,2,E,1.78,106.6,5,3
4,2,2,2,C,,,1,1
5,1,3,2,E,1.7,64.41,5,3
5,1,3,2,C,,,5,2
4,2,3,2,C,1.68,75.75,,1
5,2,3,2,C,,,2,1
6,1,3,2,C,1.5,53.52,4,1
5,2,3,1,,1.65,55.79,5,2
6,1,3,2,E,,,5,1
6,2,4,2,A C,,,5,1
6,1,4,1,E,1.68,49.9,5,3
4,2,1,2,C,1.75,88.91,5,1
3,1,1,2,C,1.55,47.17,5,2
4,1,1,2,E,1.63,58.97,5,1
4,2,1,2,E,1.65,43.09,5,1
